run_id,run_name,start_time,offline_accuracy,online_accuracy,decay_accuracy,offline_error_rate,offline_fpr,offline_fnr,adv_robust_rate,adv_error_rate,drift_robust_rate,drift_error_rate,ood_error_rate,ood_wrong_count,noise_robust_accuracy,noise_robust_error_rate,fairness_pass_rate,fairness_error_rate
5f58f8767d104f03931f9c3631c8c6e7,离线vs模拟线上_指标衰减验收,2026-06-10 11:29:39,0.5,1.0,0.5,0.5,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
753177642b3646d1a4cd18053e433590,对抗注入_这款手机性价比很高,2026-06-10 11:29:42,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan
c70d4b8e65604d8bbaf435c984713ba2,对抗注入_做工粗糙不好用,2026-06-10 11:29:43,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0d4e1b8dc7af4eecba14cc6705312c4c,对抗注入_画面清晰体验不错,2026-06-10 11:29:45,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan
b0604d15343b4e179dd7fa509045d57a,对抗注入_卡顿频繁不推荐,2026-06-10 11:29:46,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
f75a3d4471c343b588a93e379aea0eb9,数据漂移测试_这款手机性价比很高,2026-06-10 11:29:48,nan,nan,nan,nan,nan,nan,nan,nan,0.5714,0.4286,nan,nan,nan,nan,nan,nan
aa85830f363e4f0c808d8b5a8b913d12,数据漂移测试_做工粗糙不好用,2026-06-10 11:29:49,nan,nan,nan,nan,nan,nan,nan,nan,0.4286,0.5714,nan,nan,nan,nan,nan,nan
635c7dcbd2854cfca124a417242f7615,数据漂移测试_画面清晰体验不错,2026-06-10 11:29:50,nan,nan,nan,nan,nan,nan,nan,nan,0.5714,0.4286,nan,nan,nan,nan,nan,nan
9d2f3673c3f54014b76934ab340d983f,数据漂移测试_卡顿频繁不推荐,2026-06-10 11:29:52,nan,nan,nan,nan,nan,nan,nan,nan,0.4286,0.5714,nan,nan,nan,nan,nan,nan
496150eedbc94d85b37a5816cd315b15,公平性测试_这款手机性价比很高,2026-06-10 11:29:53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0
e138736f64cd4672960e3dd03802e015,公平性测试_做工粗糙不好用,2026-06-10 11:29:54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0
941b497a9f7343c79bd3509197fcecb0,公平性测试_画面清晰体验不错,2026-06-10 11:29:55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0
8fc5863e54be45269802c1c547378792,公平性测试_卡顿频繁不推荐,2026-06-10 11:29:57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0
ab98f2544e5f4a0d9184d4b0fdbcb962,脏输入测试_这款手机性价比很高,2026-06-10 11:29:58,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5714,0.4286,nan,nan
a03bfcb3f9134cbf973f92bf3d87b4bd,脏输入测试_做工粗糙不好用,2026-06-10 11:29:59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4286,0.5714,nan,nan
3a243a91eeac49d3b3de9a84933f09f9,脏输入测试_画面清晰体验不错,2026-06-10 11:30:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5714,0.4286,nan,nan
ec71a5dc08ae4630955eb9d6154f3352,脏输入测试_卡顿频繁不推荐,2026-06-10 11:30:02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4286,0.5714,nan,nan
bfee6e70cb1a46059741a6f98545ad96,OOD测试_这款手机性价比很高,2026-06-10 11:30:03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,7.0,nan,nan,nan,nan
